"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"6915";"11266_2455";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.0509792676389, 43.0225248096082)
"6916";"11360_2496";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90242665895087, 43.2444217047363)
"6917";"11069_5623";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"6918";"11069_5764";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"6919";"11076_9795";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95972803540051, 43.311824365913)
"6920";"11069_11299";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.35892244015637, 43.2165908191072)
"6921";"11147_10328";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.07501049675052, 42.7713695513635)
"6922";"11203_15332";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77208099477567, 43.1975999433206)
"6923";"11203_15341";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.7618920879491, 43.1999476475093)
"6924";"11379_21767";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.97557342772718, 43.0298414330803)
"6925";"11049_1223";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.13314079525768, 43.2404763632659)
"6926";"11262_9227";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"6927";"11127_14540";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.12401009289038, 42.7525794926365)
"6928";"11069_21625";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.35091107366528, 43.2158632877486)
"6929";"11203_7742";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.75875350032859, 43.2028734538941)
"6930";"11433_21768";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.46236761905102, 43.3139497829534)
"6931";"11203_5441";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73934790105261, 43.1703561850426)
"6932";"11099_6409";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.40056555911555, 43.2695988034182)
"6933";"11009_6675";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.17081603147299, 43.2541389395046)
"6934";"11104_6613";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22747473435172, 42.7277979292537)
"6935";"11304_6654";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.18378748548348, 42.8704169064378)
"6936";"11069_7591";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.40174386971668, 43.2036972656559)
"6937";"11203_7739";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.7752382381524, 43.2021162981579)
"6938";"11203_7772";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.79923040194707, 43.2074846517969)
"6939";"11262_9266";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"6940";"11069_10230";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36513044619851, 43.2097335646632)
"6941";"11129_12541";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.22529737695481, 42.933479056758)
"6942";"11203_14333";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73965946208988, 43.1744891569831)
"6943";"11069_1286";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"6944";"11259_21781";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.2298920286743, 43.2774835823629)
"6945";"11304_15094";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.18765050192311, 42.8873048644228)
"6946";"11262_1098";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.95955325910534, 43.1884006746825)
"6947";"11203_2479";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.74802172774006, 43.1983897381371)
"6948";"11262_4872";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99216470452063, 43.1972946439717)
"6949";"11049_21769";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.11494217348868, 43.2445331694955)
"6950";"11069_5829";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"6951";"11021_6633";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22583141784384, 42.7965625902232)
"6952";"11262_7164";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.02505461387879, 43.1832976601096)
"6953";"11203_1284";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76810207445844, 43.2011874639156)
"6954";"11203_7741";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.7563785134302, 43.2024889729246)
"6955";"11203_9971";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76394114649717, 43.2005788596893)
"6956";"11069_15355";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.35475846797741, 43.213981887339)
"6957";"11069_12502";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.357418974545, 43.210998414468)
"6958";"11069_15359";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36524009691408, 43.2282448006067)
"6959";"11253_15406";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.23512292520014, 43.2915862957767)
"6960";"11304_6564";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.18411686974038, 42.8702247956919)
"6961";"11068_13235";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.54930632684336, 43.1878145379503)
"6962";"11304_15081";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.18490683353664, 42.8664905984593)
"6963";"11203_14337";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73965946208988, 43.1744891569831)
"6964";"11164_15373";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.87087213002488, 43.2674874065351)
"6965";"11069_2491";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36143411258402, 43.2133149366287)
"6966";"11069_14362";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.42133054997759, 43.1915157873084)
"6967";"11069_5622";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"6968";"11262_14329";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99248054006242, 43.1703909006072)
"6969";"11266_15170";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.04834098794962, 43.0253560511891)
"6970";"11069_21786";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.35366906169452, 43.2119310138965)
"6971";"11069_62";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36108562597912, 43.2072925753136)
"6972";"11081_1845";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52329294938542, 43.368591920909)
"6973";"11369_6649";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.94645952731243, 43.2549139992607)
"6974";"11091_6768";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.00450617613043, 42.9859412501442)
"6975";"11429_7161";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.36561674448472, 43.2527235592709)
"6976";"11069_7818";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.3421611922444, 43.2190270361266)
"6977";"11069_8685";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.35872555311926, 43.212054115931)
"6978";"11262_9238";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"6979";"11262_9242";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"6980";"11266_12540";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.04116202953356, 43.0175487623207)
"6981";"11102_14318";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.29668785952435, 43.157195474798)
"6982";"11434_20175";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.08960996765214, 43.2824937795021)
"6983";"11009_6718";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.20212532710547, 43.2826517762418)
"6984";"11069_6783";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"6985";"11203_7740";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.78346605452861, 43.2033054692097)
"6986";"11069_3613";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.34319117587304, 43.2115123704563)
"6987";"11262_9241";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"6988";"11076_9796";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95972803540051, 43.311824365913)
"6989";"11067_11063";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.80411242639116, 43.2158164450958)
"6990";"11024_14310";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.96289066445179, 43.1302354157059)
"6991";"11091_15152";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.0060265271394, 42.986224724166)
"6992";"11041_15436";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.86891792828299, 43.3149282988863)
"6993";"11069_15352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.35707106668742, 43.2065140824348)
"6994";"11076_15443";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95458874362974, 43.3164040264354)
"6995";"11069_2221";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.30596394867017, 43.1816802804515)
"6996";"11069_3619";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.3509842114513, 43.2203227833991)
"6997";"11262_5265";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.00363673853634, 43.1811945631418)
"6998";"11076_6187";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95950437325936, 43.3117596611679)
"6999";"11262_8896";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.00067239438467, 43.1915276792515)
"7000";"11069_9760";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36161845213469, 43.2089169706064)
"7001";"11262_14341";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.00792746720286, 43.1818202859882)
"7002";"11267_14346";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.84509926908806, 43.1852336763772)
"7003";"11091_14782";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.00530404166535, 42.9813642560704)
"7004";"11304_15086";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.18448051539536, 42.865538298555)
"7005";"11203_15346";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77305770050067, 43.2004066041459)
"7006";"11360_15371";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90139345068824, 43.2663342464813)
"7007";"11303_6250";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.04879981660803, 42.9192052231739)
"7008";"11244_6614";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.30768774796154, 42.7418233381073)
"7009";"11021_6625";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22583141784384, 42.7965625902232)
"7010";"11266_6771";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.04085319069961, 43.0227602220546)
"7011";"11304_7447";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.19164484320377, 42.9045461765678)
"7012";"11203_7746";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.78256495552218, 43.2038263720277)
"7013";"11236_9730";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.70711443043871, 43.2619743667989)
"7014";"11069_11329";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.35595804786075, 43.2165582829654)
"7015";"11102_6778";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.30115983603788, 43.1590894943382)
"7016";"11262_9229";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"7017";"11230_9230";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.98471704382804, 42.7904011348814)
"7018";"11076_9804";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95972803540051, 43.311824365913)
"7019";"11262_9231";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"7020";"11262_9234";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"7021";"11262_9248";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"7022";"11099_9732";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.40094719444645, 43.2696223733572)
"7023";"11262_9970";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.98612411039183, 43.1799771296151)
"7024";"11433_15462";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.47577359392068, 43.33438114132)
"7025";"11262_2225";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.00440156979558, 43.1793881662934)
"7026";"11069_2489";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.34334218013527, 43.2123404107654)
"7027";"11041_10294";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.85084158476629, 43.3144585990447)
"7028";"11429_12529";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.36592466615308, 43.2533320136365)
"7029";"11069_14347";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.28752606797131, 43.185637301152)
"7030";"11266_15166";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.03183771096742, 43.0170084929798)
"7031";"11434_21784";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.08948834429701, 43.2825672361542)
"7032";"11009_15396";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.19962550182003, 43.2815769602031)
"7033";"11069_18081";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.35587773724939, 43.2135785187914)
"7034";"11379_20512";"observatoire local";"Région Occitanie";"inconnu";c(2.98220869154287, 43.0267257172414)
"7035";"11069_2494";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.34393677293291, 43.2186246669075)
"7036";"11220_7751";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.54089390621561, 43.2030464057579)
"7037";"11069_7762";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.38282441703207, 43.206934267546)
"7038";"11076_10663";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95505693824494, 43.3152855850652)
"7039";"11262_14340";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.0115538494389, 43.1815652855061)
"7040";"11203_15349";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76466332247578, 43.1994030342178)
"7041";"11076_15438";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95097220521031, 43.3149721072664)
"7042";"11066_7438";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.91902737979912, 42.7996594334207)
"7043";"11203_7752";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.78087808723415, 43.2034975109941)
"7044";"11262_9219";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9099300315374, 43.1572603029082)
"7045";"11076_9352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.94903292928421, 43.3134550941056)
"7046";"11076_9797";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95972803540051, 43.311824365913)
"7047";"11188_10582";"MTE";"Friche étude Ademe 2021";"inconnu";c(2.98841117560463, 42.9432492330744)
"7048";"12254_16671";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.54967106439765, 44.4370002826039)
"7049";"11129_11603";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.21806636746708, 42.9327706725425)
"7050";"11129_11719";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.21806636746708, 42.9327706725425)
"7051";"11203_13957";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.75872510883355, 43.1984188040806)
"7052";"12305_3178";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.21878288129262, 44.5498703420308)
"7053";"11129_15123";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.21585774873961, 42.939388408475)
"7054";"12145_5046";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.086259529888, 44.0999403683153)
"7055";"12013_16708";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.24167983224042, 44.5281674338584)
"7056";"11266_15167";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.03615031290087, 43.0188282862687)
"7057";"12083_5343";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.27097311943526, 44.5237370442996)
"7058";"11262_15354";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9757909444157, 43.2125944385452)
"7059";"12089_7924";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.25861777799752, 44.5584124346527)
"7060";"12305_9966";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22307112512586, 44.5568590934221)
"7061";"12001_11410";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.70642271523795, 44.3718384697759)
"7062";"12305_16741";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22307112512586, 44.5568590934221)
"7063";"12305_13613";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22047572042123, 44.5537350332067)
"7064";"12208_16397";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.8601410015424, 43.9562289421807)
"7065";"12063_16423";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.15520646027251, 44.0082653004045)
"7066";"12089_16735";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.27801274212732, 44.5607727059998)
"7067";"12305_16745";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22307112512586, 44.5568590934221)
"7068";"12083_20884";"observatoire local";"Région Occitanie";"inconnu";c(2.28294384138363, 44.5258906507316)
"7069";"12169_20992";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.34131139242803, 44.1976789148175)
"7070";"12202_21296";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.56145109949823, 44.3519468314012)
"7071";"12300_21111";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.03836717183463, 44.3529743859179)
"7072";"12145_897";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.08392052872594, 44.1010902440932)
"7073";"12287_3160";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.88855753956856, 44.3293480441678)
"7074";"12089_5352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.24638099784232, 44.5618072837501)
"7075";"12223_10829";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.75798491012434, 44.8032648148353)
"7076";"12131_11409";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.64398967701385, 44.3480890062893)
"7077";"12284_16460";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.75926335866547, 44.0496107802154)
"7078";"12145_16478";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.12676253048902, 44.0927147833989)
"7079";"12183_5277";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.54738587178779, 43.9273404143467)
"7080";"12176_3155";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.59774333529253, 44.362632630129)
"7081";"12153_16510";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90744747398289, 44.1014348605463)
"7082";"12056_5335";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.42928579746481, 44.2792705023623)
"7083";"12305_7207";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.2192848799489, 44.554380470999)
"7084";"12083_20598";"observatoire local";"Région Occitanie";"inconnu";c(2.28802184765556, 44.525403816043)
"7085";"12089_13666";"observatoire local";"Région Occitanie";"inconnu";c(2.25950737236218, 44.5572642013815)
"7086";"12013_6603";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.24696779468489, 44.5432297675919)
"7087";"12305_7206";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.21948374858901, 44.5524020504315)
"7088";"12052_11405";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.0592127576238, 44.5447519990187)
"7089";"12305_10522";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.22530063816854, 44.5524412324196)
"7090";"12253_11406";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.80664061791617, 44.1558147835522)
"7091";"12063_16428";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.1571495441919, 44.0065422479682)
"7092";"12305_5346";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22047572042123, 44.5537350332067)
"7093";"12244_16463";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90902692775913, 44.0554817865432)
"7094";"12202_16636";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.57752542834369, 44.3547449000266)
"7095";"12305_16742";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22307112512586, 44.5568590934221)
"7096";"12305_16711";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.21815354634905, 44.5592278679326)
"7097";"12089_16758";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.25505860186308, 44.5840370575071)
"7098";"12305_16727";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22530063816854, 44.5524412324196)
"7099";"12119_16793";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.85659603947478, 44.6907126130772)
"7100";"12056_20530";"observatoire local";"Région Occitanie";"inconnu";c(2.43617977401448, 44.2769006925131)
"7101";"12208_20677";"observatoire local";"Région Occitanie";"inconnu";c(2.89167071404366, 43.9553631755256)
"7102";"12200_1780";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.10904612492387, 44.2161607029811)
"7103";"12145_3135";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.08002235861413, 44.0976733498647)
"7104";"12138_6589";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.46190299864911, 44.4658056604252)
"7105";"12305_7522";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.2192848799489, 44.554380470999)
"7106";"12202_7782";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.57592421355211, 44.3511887961822)
"7107";"12223_8699";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77627543856361, 44.8007536568877)
"7108";"12300_16623";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.02471823768475, 44.3563101142693)
"7109";"12202_20705";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.56989359373769, 44.349896204202)
"7110";"12300_21804";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.03366368011525, 44.353488316906)
"7111";"12089_795";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.2313127441982, 44.5594334826453)
"7112";"12028_3195";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.20587394134112, 44.5791634125334)
"7113";"12145_6567";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.07630579630192, 44.1004356838913)
