"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"1";"01013_9130";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.51706696897107, 45.8807218999131)
"2";"11245_9118";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.62747351598654, 42.8991050638283)
"3";"37107_18379";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.883864160072017, 47.0052491073876)
"4";"63020_3372";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.93974836620305, 45.6850508179014)
"5";"59601_20139";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(4.1138693336843, 50.0584377040504)
"6";"49328_9017";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.0809906223117347, 47.254090570438)
"7";"39286_8199";"MTE";"Friche étude Ademe 2021";"inconnu";c(5.78063717897735, 46.3733123416043)
"8";"67462_19670";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.438550174443, 48.2524151488704)
"9";"62491_5486";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76879453409555, 50.633061902042)
"10";"65034_9152";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.309329486222627, 43.0131778589561)
"11";"67423_12188";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.51542756041462, 48.7075666436702)
"12";"11245_1270";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.62747351598654, 42.8991050638283)
"13";"16199_7927";"observatoire local";"Grand Angoulême";"inconnu";c(0.234170957480431, 45.6688536555461)
"14";"01453_17772";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.7217787490586, 45.945979542418)
"15";"41232_8405";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.04517149062616, 47.42643674611)
"16";"22031_1335";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.51885800955408, 48.3531298809881)
"17";"87047_9579";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.31309141134926, 45.9980005558668)
"18";"24218_11929";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.0851666835772, 45.5382135937335)
"19";"66058_12630";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.72702742510481, 42.699213120073)
"20";"66160_14100";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.70484846682095, 42.4974438471638)
"21";"2A028_15474";"MTE";"Friche étude Ademe 2021";"inconnu";c(8.80760586366003, 42.20848102957)
"22";"34229_6053";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.7917077572591, 43.503771823152)
"23";"43157_20207";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.88089310973085, 45.0448653333333)
"24";"11198_9733";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52004853059093, 43.2731023840747)
"25";"17346_5981";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.89068222450735, 45.9157862091576)
"26";"2B045_1015";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(9.35550245088112, 42.338280516337)
"27";"12148_16693";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.23403305032928, 44.4798900974635)
"28";"59037_15953";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.39503689812765, 50.1938291642338)
"29";"12118_1257";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.63878876360755, 44.7353377831474)
"30";"65079_2219";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.318408951065023, 43.1529138890501)
"31";"65103_16178";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.183053247673437, 43.306168997954)
"32";"2A004_1423";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(8.7962725817227, 41.9205198018691)
"33";"65040_13836";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.0577857073324801, 43.0712225290229)
"34";"65239_14141";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.34515496320783, 43.0273167446419)
"35";"60388_10024";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.89313762951887, 49.5228792967308)
"36";"66046_2760";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.38932429985187, 42.8131519364461)
"37";"66083_6632";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.42877350576113, 42.7827298575903)
"38";"66169_12132";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52161400926336, 42.7837885857163)
"39";"60506_10033";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.98694145696655, 49.569966317237)
"40";"66098_14399";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.12387823920196, 42.5263287936839)
"41";"60315_7571";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.88721680462988, 49.4769782349937)
"42";"60383_8090";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77685001711997, 49.5212555509133)
"43";"02095_15838";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.46170332103349, 49.9867601560326)
"44";"02053_9581";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.63060211071575, 49.0401590605791)
"45";"02567_14732";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.009846757333, 49.9302419426871)
"46";"25003_18824";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.43018101201218, 47.4965274485249)
"47";"02145_15013";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.16638183779988, 49.6396305512498)
"48";"02408_21141";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.62136283864718, 49.5645710523323)
"49";"30142_16587";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.06242934652064, 44.2186217351513)
"50";"74197_6666";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.29466869039446, 46.150076697644)
"51";"2B185_1517";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(9.33677710325615, 42.6229390698795)
"52";"83001_9182";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.84070316039568, 43.5569558897035)
"53";"64003_836";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-0.644091747899141, 43.4021953402284)
"54";"01304_23213";"observatoire local";"DDT de l'Ain";"inconnu";c(5.32672797780178, 46.0477957449544)
"55";"35297_19609";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-2.18877037713471, 48.1929010029845)
"56";"03215_18004";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.45399783597232, 46.2894879308885)
"57";"59183_4922";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.38940773017269, 51.0370924515789)
"58";"61098_8744";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(0.168822530361948, 48.5683949106317)
"59";"44113_20240";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-1.62833327102128, 47.5657580673571)
"60";"59183_20177";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.36592305762142, 51.0349023641675)
"61";"22223_5779";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.1752604050763, 48.5930348217812)
"62";"83008_16043";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.75960509415465, 43.5205346379351)
"63";"17110_13568";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.195310837609805, 45.1854156814574)
"64";"68112_3894";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.20387371967776, 47.9132895227365)
"65";"63314_17380";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.63250165910289, 45.5697568060992)
"66";"33356_16929";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.314325739550173, 44.9391434487602)
"67";"59028_1118";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.09639821122493, 50.4084633574285)
"68";"68141_7272";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.27319191145194, 47.6968817625663)
"69";"48056_9003";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.36445718523637, 44.4769686196438)
"70";"68182_17112";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.50151578841362, 47.5016551297863)
"71";"68196_18926";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.02888361980295, 47.6185487619598)
"72";"27045_12050";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.75999127664357, 49.3574653362879)
"73";"2B096_8813";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(9.14868359065772, 42.3017883524427)
"74";"59122_15935";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.24271291697804, 50.1591861923377)
"75";"57346_7466";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.87561737656393, 48.954138105422)
"76";"62756_9265";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.12019716891169, 50.8878599346658)
"77";"60064_10017";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99715172531229, 49.4269846791664)
"78";"44113_6839";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-1.62722806808086, 47.5650537573187)
"79";"08139_8286";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.70707006943679, 49.8752272381384)
"80";"43159_17013";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.2937596978451, 45.1669585393131)
"81";"13103_6796";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.08973534037482, 43.6422937379663)
"82";"43157_20779";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.88732188103691, 45.0430170094674)
"83";"56131_21939";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-3.43396314779108, 47.9961037218909)
"84";"70104_6362";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(5.82839815650158, 47.407506290037)
"85";"16168_154";"observatoire local";"Grand Angoulême";"inconnu";c(0.254029905825196, 45.7735696650047)
"86";"16121_3376";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.0097787928088669, 45.6970091796609)
"87";"31232_21790";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.29186185289191, 43.7728260332178)
"88";"62108_10124";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.56885370953004, 50.4141040660611)
"89";"28134_9218";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.36754925487475, 48.7366132865643)
"90";"19033_8770";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.931191695923, 45.598748147712)
"91";"57207_20629";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.87648487661268, 49.1188137062703)
"92";"85128_1101";"MTE";"Friche étude Ademe 2021";"inconnu";c(-1.20923847381367, 46.4151343683832)
"93";"62463_5454";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.90743392800189, 50.5689450289848)
"94";"25254_315";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.3731646021742, 46.8105597809287)
"95";"89387_21340";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.28642258957832, 48.2095598168951)
"96";"68248_21825";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.38802687239016, 47.4980244238966)
"97";"35360_3793";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.21605359221007, 48.1261394450928)
"98";"35299_4120";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.8884145856797, 48.6448840074566)
"99";"59122_20721";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.23126430336852, 50.1807927604748)
"100";"59335_4321";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.40395459550303, 50.4622365407464)
"101";"68123_19356";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.27757478893812, 48.0152671993767)
"102";"43181_3254";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.98317095358454, 45.0712908386736)
"103";"68298_7194";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.11021481122, 48.2318374867073)
"104";"65259_10727";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.180715284027888, 43.2180208649583)
"105";"11086_2420";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99182058901939, 42.9325938210239)
"106";"02500_1052";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.34865560785191, 49.9672367436561)
"107";"11390_2191";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77236818045255, 43.1032965613288)
"108";"35220_3751";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.39895051551852, 48.0233033374182)
"109";"43112_16984";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.49838945536475, 45.0917347113067)
"110";"22216_19492";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.37441419432635, 48.4586530411813)
"111";"15250_17140";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52029195358604, 45.3477426635141)
"112";"22368_19887";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-2.06299056016089, 48.5568650760091)
"113";"32190_8017";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.232393744680581, 43.7946036103687)
"114";"18087_10949";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.56258604452256, 46.8768032895433)
"115";"34089_15521";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.01058781728777, 43.3731055598496)
"116";"08139_8133";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.70707006943679, 49.8752272381384)
"117";"81100_2532";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.96896241820211, 43.4919617040119)
"118";"59449_5413";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.24318329613861, 50.476485510042)
"119";"59094_8663";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.19851699266218, 50.9467683107028)
"120";"39286_1302";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.82597582626289, 46.3844650209781)
"121";"15174_17008";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.46061010578998, 45.1707683575171)
"122";"64504_9181";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-1.61466808783369, 43.2729911833715)
"123";"09218_14371";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.86630778720113, 42.7065289329201)
"124";"34284_1247";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77943673213718, 43.4919766420979)
"125";"01185_23244";"observatoire local";"DDT de l'Ain";"inconnu";c(5.60313583975183, 45.9804492695106)
"126";"02408_14976";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.59718849136599, 49.5668679084724)
"127";"02095_411";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.44989636984331, 49.9864404846588)
"128";"35179_16508";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.91591657723368, 48.5323771041937)
"129";"02064_1824";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.33197641839006, 49.3642555658842)
"130";"87047_1048";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.29282360075564, 46.0097478371783)
"131";"54083_2608";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.49050112227638, 48.6288087459656)
"132";"16168_1477";"observatoire local";"Grand Angoulême";"inconnu";c(0.254501235842056, 45.7733911358567)
"133";"27440_21708";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.44148163409363, 49.1612835394767)
"134";"08368_2044";"observatoire local";"DDT des Ardennes";"inconnu";c(4.17227487219242, 49.423852508693)
"135";"66092_1200";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.57426230514216, 42.7624565795885)
"136";"34142_5022";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.32576579357176, 43.7383455247986)
"137";"19044_16884";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.71970894886045, 44.9759362010448)
"138";"70525_18950";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.80828606558492, 47.6513352846075)
"139";"42215_21123";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(4.21127002372947, 46.1749753238099)
"140";"70155_13741";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.43488086305804, 47.7465470006577)
"141";"70271_5695";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.48351760470631, 47.6041148028645)
"142";"70245_13022";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.43605879164458, 47.8961589274799)
"143";"80071_20816";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.34147747957668, 50.1145282648768)
"144";"48116_6599";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.85285292970273, 44.3213592321101)
"145";"70245_8757";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.41074218097815, 47.8880787160635)
"146";"55181_7490";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.62750444256764, 49.2254219266447)
"147";"22134_1791";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-3.40111784074164, 48.7751340989398)
"148";"30184_5760";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.22426222311303, 43.9835137280909)
"149";"43153_17127";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.24515641210565, 45.3411119316514)
"150";"68182_1972";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.47257596414623, 47.4965682691759)
"151";"18229_12037";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.4160868532258, 47.2572789605532)
"152";"08302_10421";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.74290727357565, 49.8772876890913)
"153";"02381_10791";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.08637966711124, 49.9245391573222)
"154";"03092_13500";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.14468547057986, 46.4499836461071)
"155";"03128_13971";"MTE";"Friche étude Ademe 2021";"inconnu";c(2.48881837278558, 46.3922079063974)
"156";"11228_8893";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.07149033969434, 43.1396536551414)
"157";"03159_9541";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.78395772724691, 46.3075800718897)
"158";"03038_9843";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.21054757029403, 46.3270083323889)
"159";"57330_1600";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.01016900666964, 49.0218596223517)
"160";"16323_3369";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.4181390879003, 45.6540610613136)
"161";"28332_2940";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.424688964151, 48.7398728992568)
"162";"51621_23047";"observatoire local";"DDT de la Marne";"friche avec projet";c(4.88400134353448, 49.1890043307883)
"163";"22225_19886";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.1299288553502, 48.5562413992722)
"164";"35176_8236";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.81387539571608, 47.8232842799438)
"165";"57672_21039";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.17718043016536, 49.3647921583271)
"166";"28134_2986";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.36264659498068, 48.7522481965648)
"167";"28134_4163";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.36585969554893, 48.7348690280011)
"168";"28317_19997";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.74577092236034, 48.4379071972438)
"169";"28056_4152";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.53793942123919, 48.7124501728594)
"170";"65192_1525";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.0284245028436208, 42.7387130435393)
"171";"2A065_1176";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(8.60705725543582, 42.2055818865865)
"172";"68268_20815";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.10098624257961, 47.6294470988549)
"173";"28164_5547";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.82335211539369, 48.2666223414549)
"174";"28259_7846";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.40339042882687, 48.2224062433026)
"175";"35224_16037";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.84846645956397, 48.5278012245665)
"176";"08435_7539";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.28933493412073, 49.4397764652933)
"177";"58055_3484";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.48394897615851, 46.8737137672307)
"178";"42023_7016";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(4.58374025857909, 45.2992844037383)
"179";"28359_12065";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.23975429348326, 48.7624540532171)
"180";"07292_8400";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.70992934929371, 45.1720980647943)
"181";"65009_22088";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(0.463601237999343, 43.0701857759265)
"182";"16168_1527";"observatoire local";"Grand Angoulême";"inconnu";c(0.254253651626461, 45.7736040391045)
"183";"03266_17967";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.48279455109551, 46.2492722780729)
"184";"62351_1009";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90929615166458, 50.4353045125545)
"185";"03187_17970";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.46000017197928, 46.3189478872555)
"186";"03027_18019";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.84415099511717, 46.3301474059528)
"187";"08198_69";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.82541660117639, 49.3202597471784)
"188";"04210_20288";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.64939390179521, 43.8582698129687)
"189";"03300_18085";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.63561274250665, 46.443928085863)
"190";"11022_15386";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.65943626234046, 43.2740950364907)
"191";"08302_399";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.76930670783221, 49.887003038089)
"192";"04166_1631";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.0729055495669, 43.8529435202436)
"193";"02029_15780";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.18846929494463, 49.8552408743141)
"194";"12305_16740";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22307112512586, 44.5568590934221)
"195";"04070_16469";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.186242007113, 44.0749294530922)
"196";"04018_20921";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(5.63489708881297, 44.0283992704509)
"197";"01331_23166";"observatoire local";"DDT de l'Ain";"inconnu";c(5.44379093656212, 46.0824635206628)
"198";"24016_3356";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.703387730312276, 45.6019550713955)
"199";"2B185_1532";"MTE";"Friche étude Ademe 2021";"inconnu";c(9.33677712977948, 42.6229390813287)
"200";"02243_9175";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.36560666064522, 49.4057870531563)
"201";"03237_3441";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.22432726896436, 46.1835821025082)
"202";"12305_16739";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22307112512586, 44.5568590934221)
"203";"05006_1550";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.57298865309266, 44.7852155527348)
"204";"33199_10686";"MTE";"Friche étude Ademe 2021";"inconnu";c(-1.07189337179477, 44.6034527960314)
"205";"04070_21305";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.237774995838, 44.0935637939965)
"206";"03072_5117";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.55650727280739, 46.4978234883811)
"207";"68298_8863";"MTE";"Friche étude Ademe 2021";"inconnu";c(7.10890436792013, 48.2316668344615)
"208";"21337_8042";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.40314007930675, 47.2832360968814)
