"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"11163";"31555_3065";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.45304194073129, 43.6168893851443)
"11164";"31503_8852";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.942139242798063, 43.138281939634)
"11165";"31433_9133";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.38060998288995, 43.528312664363)
"11166";"31555_10008";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11167";"31042_12821";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.599412162805883, 42.7806590900692)
"11168";"31555_16068";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.44454735576648, 43.5814671779991)
"11169";"31555_16139";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42310519753702, 43.6303425160666)
"11170";"31555_16084";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41606541984712, 43.5856073677042)
"11171";"31584_20570";"observatoire local";"Région Occitanie";"inconnu";c(1.50238233812809, 43.8631198772766)
"11172";"31555_5658";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41438495465191, 43.553015771903)
"11173";"31574_20747";"observatoire local";"Région Occitanie";"inconnu";c(1.41109943838196, 43.4251048839442)
"11174";"31246_12610";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.827349132455337, 43.1119720033692)
"11175";"31100_6717";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.63348610713559, 43.284887191814)
"11176";"31157_22096";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.36010410421377, 43.5403149762194)
"11177";"31483_2216";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.726561493520205, 43.105276403231)
"11178";"31410_5266";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.45798085998141, 43.7297994726842)
"11179";"31483_14271";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.738911460617875, 43.0939869648194)
"11180";"31483_14282";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.732422537563721, 43.1074370237583)
"11181";"31555_14546";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41632601874647, 43.5856019649039)
"11182";"31555_16071";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43564694532541, 43.5689513991784)
"11183";"31555_3043";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43587211357187, 43.5631067600008)
"11184";"31555_16137";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42244786099552, 43.6292900180986)
"11185";"31202_16287";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.39060776964894, 43.8399304460172)
"11186";"31582_21700";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.71676526542339, 43.3982335511227)
"11187";"31386_6407";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.895374001056109, 43.2218340232133)
"11188";"31555_8955";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11189";"31254_10905";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.50816024090778, 43.5460947639857)
"11190";"31315_14262";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.9527817663791, 43.0852921797019)
"11191";"31483_14273";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.720092270077359, 43.0948884366998)
"11192";"31555_16092";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41235105782129, 43.5954231580685)
"11193";"31483_87";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.7295702749001, 43.109147423855)
"11194";"31555_3067";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42878550154457, 43.6174175440447)
"11195";"31246_3587";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.850679431632695, 43.1041970394746)
"11196";"31555_5654";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42326812059661, 43.5528006932941)
"11197";"31555_7159";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.45179610991391, 43.6196236882099)
"11198";"31555_10028";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11199";"31555_10039";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11200";"31555_10060";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11201";"31555_16052";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43163776249541, 43.5512771243964)
"11202";"31555_5253";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.44290486645842, 43.579943089967)
"11203";"31555_6077";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.50598758392456, 43.5669471699484)
"11204";"31057_10512";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(1.54895807932716, 43.508642055946)
"11205";"31483_14299";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.699304917599794, 43.1100746376051)
"11206";"31084_14323";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.96131543268597, 43.1636059844657)
"11207";"31454_15617";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.1117983621115, 43.4153339232443)
"11208";"31584_20602";"observatoire local";"Région Occitanie";"inconnu";c(1.50023594600447, 43.8633893457884)
"11209";"31555_3046";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.50598758392456, 43.5669471699484)
"11210";"31042_7444";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.595399695043697, 42.7992453247115)
"11211";"31503_8892";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.93265179469401, 43.1314492569113)
"11212";"31555_10025";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11213";"31202_16302";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.39015283381879, 43.8429004734615)
"11214";"31026_10913";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.85382399131327, 43.5092598687844)
"11215";"31410_10914";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.45798082206169, 43.7297995032913)
"11216";"31483_14290";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.719496709639298, 43.1086157596789)
"11217";"31555_16138";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42244786099552, 43.6292900180986)
"11218";"31126_16218";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.08400655550608, 43.7148401378954)
"11219";"31555_3061";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42256557763927, 43.6065921309334)
"11220";"31483_6776";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.720469871355452, 43.1093002890709)
"11221";"31555_10041";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11222";"31433_13656";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41280847353202, 43.5491568510416)
"11223";"31555_16066";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41844116777285, 43.5733075616274)
"11224";"31555_3040";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.37233293205541, 43.5557006990236)
"11225";"31555_16070";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.41555310833873, 43.582944227213)
"11226";"31555_16132";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.47268819536678, 43.6230396161949)
"11227";"31424_20391";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.30210550737029, 43.555909719543)
"11228";"31555_3072";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43804031859453, 43.6334375752686)
"11229";"31555_6111";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.49177518058745, 43.574897777306)
"11230";"31238_3667";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.598302979406497, 43.0738004940123)
"11231";"31555_6126";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.45241265220798, 43.6150250892471)
"11232";"31555_9997";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11233";"31145_15433";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.51169473900432, 43.3129269613018)
"11234";"31555_16014";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.37361724489931, 43.6053676505462)
"11235";"31555_16065";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4775051160145, 43.5716540067637)
"11236";"31424_21807";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.30178076725521, 43.5560810448012)
"11237";"31395_22119";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.32744146286098, 43.460458578792)
"11238";"31042_7404";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.581833779134965, 42.7924433011825)
"11239";"31584_9921";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.49809608950429, 43.8605101815008)
"11240";"31483_14281";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.71964601996972, 43.1068961743805)
"11241";"31395_20652";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.327530706721, 43.4603918847993)
"11242";"31084_14327";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.964281222924578, 43.1658257089313)
"11243";"31555_16063";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.39088972467473, 43.560458443096)
"11244";"31483_14296";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.740975572528654, 43.1112015355522)
"11245";"31315_2";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.952216850923524, 43.0729347048203)
"11246";"31517_1646";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.32350903369967, 43.3136799878278)
"11247";"31585_2218";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.668072337643964, 43.1161971281455)
"11248";"31555_3056";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.45090967615475, 43.5890528931303)
"11249";"76319_2171";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.00086906381352, 49.3642577826024)
"11250";"31555_6002";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.40981964337119, 43.5651285990484)
"11251";"31555_6117";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43925219596501, 43.6255278806478)
"11252";"31483_6777";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.720469871355452, 43.1093002890709)
"11253";"31042_7413";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.593714451378093, 42.7947128995328)
"11254";"31555_9311";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43228842722113, 43.631793003208)
"11255";"31555_9986";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11256";"31555_10059";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11257";"31181_10912";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.30097141701065, 43.405797922913)
"11258";"34299_15392";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.28354888288731, 43.2799663254567)
"11259";"31483_14297";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.751587049866196, 43.1113638846212)
"11260";"31555_16145";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.426020800385, 43.6367971632371)
"11261";"31555_6127";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43631952898568, 43.6291336640391)
"11262";"31555_16113";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43425554530511, 43.6072909210766)
"11263";"31555_21249";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.40737112095195, 43.6008063437665)
"11264";"32013_2923";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.56986808720249, 43.6381964148671)
"11265";"31483_14295";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.694766014096353, 43.1107065975456)
"11266";"31555_16104";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4347008065974, 43.6003625393592)
"11267";"31555_16123";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.45681541298571, 43.6167264687402)
"11268";"31446_21817";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.46787338597547, 43.5517134685703)
"11269";"31483_14265";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.705402469006171, 43.0990056521054)
"11270";"31555_16136";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.42244786099552, 43.6292900180986)
"11271";"31555_20208";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.45178365859059, 43.6196476520941)
"11272";"31555_21815";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.49424833279193, 43.5747661502865)
"11273";"31296_1283";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.914326726955192, 43.1164732908222)
"11274";"31080_2504";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.644598782105054, 43.2908189766657)
"11275";"31503_8865";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.933634118692287, 43.1394972274274)
"11276";"31263_10906";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.41005795684033, 43.4237094665856)
"11277";"31483_14285";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.718731550280421, 43.1066328794431)
"11278";"31585_14286";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.666229430915584, 43.1086263672582)
"11279";"31252_16232";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.47048566963506, 43.7352959907902)
"11280";"31048_20748";"observatoire local";"Région Occitanie";"inconnu";c(1.61441888741929, 43.4542654053583)
"11281";"31555_379";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.45616563205309, 43.6143987676342)
"11282";"31483_2215";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.715558385527761, 43.1048758251518)
"11283";"31357_7879";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.886246237792962, 43.0339343874771)
"11284";"31555_9981";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.4010131924989, 43.5464174028574)
"11285";"31585_11161";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(0.686989106657482, 43.1066924798079)
"11286";"32404_16317";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.472854318592432, 43.8728424988735)
"11287";"31246_14274";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.820394702552379, 43.0987730794583)
"11288";"31555_15806";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.43700608056514, 43.6177438689822)
"11289";"31555_16072";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.49830395429471, 43.5725874845261)
"11290";"32024_7050";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.412903860496692, 43.8195147839793)
"11291";"32301_13382";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.52040906888655, 43.6804331836615)
"11292";"32107_13560";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.353495938465332, 44.0015553185411)
"11293";"32013_11135";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(0.591726046952038, 43.6496985452786)
"11294";"32143_13556";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.486687220094, 43.9984920368235)
"11295";"34032_15484";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.20021440210995, 43.3388337218707)
"11296";"32100_14051";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.160033991469978, 43.9098423901967)
"11297";"32203_12172";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(0.254852922567092, 43.9252774555997)
"11298";"32268_11146";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(0.979484352805031, 43.5983405714486)
"11299";"32160_10916";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.0918783818175, 43.5982238866817)
"11300";"32307_13919";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.627385567651974, 43.6142197637118)
"11301";"32024_5478";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.412918419609591, 43.8195221009532)
"11302";"33119_20912";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.524291160167369, 44.8538612562517)
"11303";"32079_12167";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(0.0780979963840034, 43.9701380455104)
"11304";"32333_7892";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.237674800382092, 43.5986543146825)
"11305";"32107_6394";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(0.359733537428773, 43.9288029935207)
"11306";"32160_13385";"MTE";"Friche étude Ademe 2021";"inconnu";c(1.10231620442408, 43.6020657810934)
"11307";"32013_20603";"observatoire local";"Région Occitanie";"inconnu";c(0.592365263919638, 43.6508330618963)
"11308";"33051_2972";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.970736443296421, 44.6559374215361)
"11309";"32079_13592";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.0759071697763154, 43.9595623221934)
"11310";"32286_1523";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.646040178287027, 43.7817096324277)
"11311";"32013_20604";"observatoire local";"Région Occitanie";"inconnu";c(0.590258071897245, 43.6506271625828)
"11312";"32147_21180";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(0.872323271818409, 43.6280945533433)
"11313";"32296_12146";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(-0.0321858450649338, 43.7687328621985)
"11314";"32444_13809";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.997180689109235, 43.6890512603975)
"11315";"32208_16374";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.610731991036948, 43.9344222648423)
"11316";"32147_16131";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.90927178444234, 43.6210632576206)
"11317";"32012_11156";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(0.750189547036242, 43.6553127124119)
"11318";"32459_13378";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.344020100227229, 43.8577492162005)
"11319";"33063_3223";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.556235514263027, 44.8404239892025)
"11320";"32119_13487";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.112265835216048, 43.8648365732671)
"11321";"32155_13887";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.197501507414695, 43.7700580217417)
"11322";"76561_22659";"observatoire local";"EPF Normandie";"friche sans projet";c(1.01306759560421, 49.3107580639045)
"11323";"32013_13185";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.616666494590823, 43.6398693079726)
"11324";"32296_13383";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.00865394754148006, 43.76236017596)
"11325";"33498_7644";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.869308072343316, 44.551226463776)
"11326";"32016_10907";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.11082419689655, 43.5578841559104)
"11327";"32149_13697";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.231119369039632, 43.8864615815753)
"11328";"32271_12170";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(-0.182217577409446, 43.8587550975045)
"11329";"76447_22308";"observatoire local";"EPF Normandie";"friche avec projet";c(0.205354478616577, 49.541494648859)
"11330";"32374_13217";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.764006737942405, 43.5018114443304)
"11331";"32458_13917";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.0281254304516344, 43.7389640873569)
"11332";"32296_12171";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(-0.0377102234606618, 43.7532622121808)
"11333";"32119_12169";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(0.102436937480168, 43.8407045651256)
"11334";"32104_20373";"retour utilisateur";"Contribution utilisateur";"inconnu";c(0.52246136650225, 43.4734009071046)
"11335";"33063_7828";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.538880324305018, 44.8281787490859)
"11336";"32044_14067";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.429404449555782, 43.9193020791764)
"11337";"32013_20695";"observatoire local";"Région Occitanie";"inconnu";c(0.589981444710239, 43.6321316506291)
"11338";"33013_846";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.501631691796046, 44.852791987574)
"11339";"33540_2131";"MTE";"Friche étude Ademe 2021";"inconnu";c(-1.05407967140488, 45.3548054384089)
"11340";"33039_5361";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.554815051743773, 44.7910595153792)
"11341";"33063_7832";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.538880324305018, 44.8281787490859)
"11342";"33069_7985";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.604661689176947, 44.8652871864177)
"11343";"33273_9300";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-0.759405980402829, 44.8479482049096)
"11344";"33063_16907";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.560755773208983, 44.8950943476315)
"11345";"33032_16920";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.537828062331295, 44.9242860911975)
"11346";"33529_2994";"MTE";"Friche étude Ademe 2021";"inconnu";c(-1.15216996432515, 44.5505331097184)
"11347";"33462_6648";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.236788143903186, 44.8243283698233)
"11348";"33243_7312";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.24036785693143, 44.9151237990143)
"11349";"33063_9792";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.539564186395906, 44.8495624729753)
"11350";"33063_7829";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.538880324305018, 44.8281787490859)
"11351";"33273_8655";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.762642280098199, 44.8507468028505)
"11352";"33519_10731";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.683447137399752, 44.923451509963)
"11353";"33192_12588";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.614668757043601, 44.7775368183072)
"11354";"33039_14058";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.568090596285001, 44.8020880376183)
"11355";"33284_14850";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.941771439426115, 44.6333840461924)
"11356";"33063_15185";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.563085725063167, 44.8646906844218)
"11357";"33042_16698";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.789272180102211, 44.4880109543694)
"11358";"33302_21570";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.183585221187251, 44.9360781329904)
"11359";"33527_16767";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.01953464859716, 44.6301666943175)
"11360";"33243_20949";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.241716106136534, 44.9157033405467)
"11361";"33422_21233";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.781891570485026, 44.8105532585425)
"11362";"33281_3219";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.622724192079743, 44.8315150715523)
"11363";"33063_3231";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.552386824872643, 44.8671441710886)
"11364";"33063_3239";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.546316485088765, 44.871124168855)
"11365";"33063_16856";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.579799410305665, 44.8369935251181)
"11366";"33090_9435";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.673373572934047, 44.759012914206)
"11367";"33162_13212";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.661222257396141, 44.8906467697582)
"11368";"33063_14064";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.534203828545517, 44.8296079047674)
