"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"1";"66092_1200";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.57426230514216, 42.7624565795885)
"2";"65034_9152";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.309329486222627, 43.0131778589561)
"3";"25003_18824";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.43018101201218, 47.4965274485249)
"4";"59183_20177";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.36592305762142, 51.0349023641675)
"5";"65192_1525";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.0284245028436208, 42.7387130435393)
"6";"68298_8863";"MTE";"Friche étude Ademe 2021";"inconnu";c(7.10890436792013, 48.2316668344615)
"7";"08302_399";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.76930670783221, 49.887003038089)
"8";"97120_6364";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-61.5343805520153, 16.2414255858073)
"9";"2B088_1783";"MTE";"Friche étude Ademe 2021";"inconnu";c(9.48252146971522, 42.2973547189666)
"10";"62491_5486";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76879453409555, 50.633061902042)
"11";"66160_14100";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.70484846682095, 42.4974438471638)
"12";"67423_12188";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.51542756041462, 48.7075666436702)
"13";"11245_1270";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.62747351598654, 42.8991050638283)
"14";"55181_7490";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.62750444256764, 49.2254219266447)
"15";"01453_17772";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.7217787490586, 45.945979542418)
"16";"66058_12630";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.72702742510481, 42.699213120073)
"17";"34229_6053";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.7917077572591, 43.503771823152)
"18";"43157_20207";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.88089310973085, 45.0448653333333)
"19";"59037_15953";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.39503689812765, 50.1938291642338)
"20";"12118_1257";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.63878876360755, 44.7353377831474)
"21";"65079_2219";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.318408951065023, 43.1529138890501)
"22";"27045_12050";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.75999127664357, 49.3574653362879)
"23";"65103_16178";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.183053247673437, 43.306168997954)
"24";"2A004_1423";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(8.7962725817227, 41.9205198018691)
"25";"60388_10024";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.89313762951887, 49.5228792967308)
"26";"66046_2760";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.38932429985187, 42.8131519364461)
"27";"65040_13836";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.0577857073324801, 43.0712225290229)
"28";"2B205_1231";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(9.35600000771191, 42.6979142626079)
"29";"65239_14141";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.34515496320783, 43.0273167446419)
"30";"2B185_1517";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(9.33677710325615, 42.6229390698795)
"31";"66083_6632";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.42877350576113, 42.7827298575903)
"32";"62108_10124";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.56885370953004, 50.4141040660611)
"33";"66169_12132";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52161400926336, 42.7837885857163)
"34";"60506_10033";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.98694145696655, 49.569966317237)
"35";"83001_9182";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.84070316039568, 43.5569558897035)
"36";"64003_836";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-0.644091747899141, 43.4021953402284)
"37";"57226_23566";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.9858638145158, 49.3530706830625)
"38";"66098_14399";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.12387823920196, 42.5263287936839)
"39";"68182_17112";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.50151578841362, 47.5016551297863)
"40";"60315_7571";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.88721680462988, 49.4769782349937)
"41";"60383_8090";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77685001711997, 49.5212555509133)
"42";"02095_15838";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.46170332103349, 49.9867601560326)
"43";"02053_9581";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.63060211071575, 49.0401590605791)
"44";"02567_14732";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.009846757333, 49.9302419426871)
"45";"02145_15013";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.16638183779988, 49.6396305512498)
"46";"41074_12025";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.65903852362599, 47.5864538981266)
"47";"02408_21141";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.62136283864718, 49.5645710523323)
"48";"30142_16587";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.06242934652064, 44.2186217351513)
"49";"74197_6666";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.29466869039446, 46.150076697644)
"50";"01304_23213";"observatoire local";"DDT de l'Ain";"inconnu";c(5.32672797780178, 46.0477957449544)
"51";"35297_19609";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-2.18877037713471, 48.1929010029845)
"52";"03215_18004";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.45399783597232, 46.2894879308885)
"53";"59183_4922";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.38940773017269, 51.0370924515789)
"54";"61098_8744";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(0.168822530361948, 48.5683949106317)
"55";"44113_20240";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-1.62833327102128, 47.5657580673571)
"56";"44113_6839";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-1.62722806808086, 47.5650537573187)
"57";"22223_5779";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.1752604050763, 48.5930348217812)
"58";"17110_13568";"MTE";"Friche étude Ademe 2021";"inconnu";c(-0.195310837609805, 45.1854156814574)
"59";"63314_17380";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.63250165910289, 45.5697568060992)
"60";"33356_16929";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.314325739550173, 44.9391434487602)
"61";"68141_7272";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.27319191145194, 47.6968817625663)
"62";"48056_9003";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.36445718523637, 44.4769686196438)
"63";"68196_18926";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.02888361980295, 47.6185487619598)
"64";"2B096_8813";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(9.14868359065772, 42.3017883524427)
"65";"59122_15935";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.24271291697804, 50.1591861923377)
"66";"57346_7466";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.87561737656393, 48.954138105422)
"67";"62756_9265";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.12019716891169, 50.8878599346658)
"68";"60064_10017";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99715172531229, 49.4269846791664)
"69";"43159_17013";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.2937596978451, 45.1669585393131)
"70";"13103_6796";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.08973534037482, 43.6422937379663)
"71";"54518_23373";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.8716112393543, 48.9490392152023)
"72";"43157_20779";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.88732188103691, 45.0430170094674)
"73";"56131_21939";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-3.43396314779108, 47.9961037218909)
"74";"70104_6362";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(5.82839815650158, 47.407506290037)
"75";"16168_154";"observatoire local";"Grand Angoulême";"inconnu";c(0.254029905825196, 45.7735696650047)
"76";"70271_5695";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.48351760470631, 47.6041148028645)
"77";"16121_3376";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.0097787928088669, 45.6970091796609)
"78";"31232_21790";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.29186185289191, 43.7728260332178)
"79";"28134_9218";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.36754925487475, 48.7366132865643)
"80";"19033_8770";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.931191695923, 45.598748147712)
"81";"77152_1051";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.63077245658803, 48.5232975821968)
"82";"62463_5454";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.90743392800189, 50.5689450289848)
"83";"89387_21340";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.28642258957832, 48.2095598168951)
"84";"11228_8893";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.07149033969434, 43.1396536551414)
"85";"68248_21825";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.38802687239016, 47.4980244238966)
"86";"30042_6352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.04204489730256, 44.0301970775996)
"87";"35360_3793";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.21605359221007, 48.1261394450928)
"88";"35299_4120";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.8884145856797, 48.6448840074566)
"89";"59122_20721";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.23126430336852, 50.1807927604748)
"90";"59335_4321";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.40395459550303, 50.4622365407464)
"91";"68123_19356";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.27757478893812, 48.0152671993767)
"92";"65259_10727";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.180715284027888, 43.2180208649583)
"93";"18087_10949";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.56258604452256, 46.8768032895433)
"94";"11086_2420";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99182058901939, 42.9325938210239)
"95";"91377_20184";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.28858115057323, 48.7331668395874)
"96";"02500_1052";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.34865560785191, 49.9672367436561)
"97";"11390_2191";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77236818045255, 43.1032965613288)
"98";"35220_3751";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.39895051551852, 48.0233033374182)
"99";"64504_9181";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-1.61466808783369, 43.2729911833715)
"100";"43112_16984";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.49838945536475, 45.0917347113067)
"101";"22216_19492";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.37441419432635, 48.4586530411813)
"102";"22368_19887";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-2.06299056016089, 48.5568650760091)
"103";"32190_8017";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.232393744680581, 43.7946036103687)
"104";"34089_15521";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.01058781728777, 43.3731055598496)
"105";"08139_8133";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.70707006943679, 49.8752272381384)
"106";"81100_2532";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.96896241820211, 43.4919617040119)
"107";"59449_5413";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.24318329613861, 50.476485510042)
"108";"59094_8663";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.19851699266218, 50.9467683107028)
"109";"39286_1302";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.82597582626289, 46.3844650209781)
"110";"09218_14371";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.86630778720113, 42.7065289329201)
"111";"34284_1247";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77943673213718, 43.4919766420979)
"112";"31367_14154";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(0.996387418589911, 43.1567113105549)
"113";"01185_23244";"observatoire local";"DDT de l'Ain";"inconnu";c(5.60313583975183, 45.9804492695106)
"114";"35179_16508";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.91591657723368, 48.5323771041937)
"115";"02064_1824";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.33197641839006, 49.3642555658842)
"116";"87047_1048";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.29282360075564, 46.0097478371783)
"117";"54083_2608";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.49050112227638, 48.6288087459656)
"118";"16168_1477";"observatoire local";"Grand Angoulême";"inconnu";c(0.254501235842056, 45.7733911358567)
"119";"01330_3094";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.66388642478932, 45.9984107559103)
"120";"27440_21708";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.44148163409363, 49.1612835394767)
"121";"08368_2044";"observatoire local";"DDT des Ardennes";"inconnu";c(4.17227487219242, 49.423852508693)
"122";"08302_10421";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.74290727357565, 49.8772876890913)
"123";"19044_16884";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.71970894886045, 44.9759362010448)
"124";"57179_23628";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.26710533228628, 49.3467876034638)
"125";"70525_18950";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.80828606558492, 47.6513352846075)
"126";"78361_12070";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.68263542514502, 49.0036481833871)
"127";"42215_21123";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(4.21127002372947, 46.1749753238099)
"128";"68182_1972";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.47257596414623, 47.4965682691759)
"129";"70155_13741";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.43488086305804, 47.7465470006577)
"130";"51621_23047";"observatoire local";"DDT de la Marne";"friche avec projet";c(4.88400134353448, 49.1890043307883)
"131";"70245_8757";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.41074218097815, 47.8880787160635)
"132";"70245_13022";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.43605879164458, 47.8961589274799)
"133";"57330_1600";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.01016900666964, 49.0218596223517)
"134";"02381_10791";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.08637966711124, 49.9245391573222)
"135";"80071_20816";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.34147747957668, 50.1145282648768)
"136";"48116_6599";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.85285292970273, 44.3213592321101)
"137";"28317_19997";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.74577092236034, 48.4379071972438)
"138";"18229_12037";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.4160868532258, 47.2572789605532)
"139";"22134_1791";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(-3.40111784074164, 48.7751340989398)
"140";"30184_5760";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.22426222311303, 43.9835137280909)
"141";"57672_21039";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.17718043016536, 49.3647921583271)
"142";"43153_17127";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.24515641210565, 45.3411119316514)
"143";"03092_13500";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.14468547057986, 46.4499836461071)
"144";"03128_13971";"MTE";"Friche étude Ademe 2021";"inconnu";c(2.48881837278558, 46.3922079063974)
"145";"03159_9541";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.78395772724691, 46.3075800718897)
"146";"28259_7846";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.40339042882687, 48.2224062433026)
"147";"03038_9843";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.21054757029403, 46.3270083323889)
"148";"16323_3369";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.4181390879003, 45.6540610613136)
"149";"28332_2940";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.424688964151, 48.7398728992568)
"150";"28359_12065";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.23975429348326, 48.7624540532171)
"151";"28134_4163";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.36585969554893, 48.7348690280011)
"152";"22225_19886";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.1299288553502, 48.5562413992722)
"153";"35176_8236";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.81387539571608, 47.8232842799438)
"154";"28134_2986";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.36264659498068, 48.7522481965648)
"155";"28056_4152";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.53793942123919, 48.7124501728594)
"156";"68268_20815";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.10098624257961, 47.6294470988549)
"157";"28164_5547";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.82335211539369, 48.2666223414549)
"158";"30259_3140";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.10909971747565, 44.1023742332496)
"159";"35224_16037";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.84846645956397, 48.5278012245665)
"160";"08435_7539";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.28933493412073, 49.4397764652933)
"161";"58055_3484";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.48394897615851, 46.8737137672307)
"162";"42023_7016";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(4.58374025857909, 45.2992844037383)
"163";"76067_2347";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.55006060061786, 49.4843973103269)
"164";"07292_8400";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.70992934929371, 45.1720980647943)
"165";"65009_22088";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(0.463601237999343, 43.0701857759265)
"166";"16168_1527";"observatoire local";"Grand Angoulême";"inconnu";c(0.254253651626461, 45.7736040391045)
"167";"03266_17967";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.48279455109551, 46.2492722780729)
"168";"2B121_10054";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(8.64972608090107, 42.4092151263139)
"169";"03187_17970";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.46000017197928, 46.3189478872555)
"170";"03027_18019";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.84415099511717, 46.3301474059528)
"171";"08198_69";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.82541660117639, 49.3202597471784)
"172";"04210_20288";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.64939390179521, 43.8582698129687)
"173";"03300_18085";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.63561274250665, 46.443928085863)
"174";"11022_15386";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.65943626234046, 43.2740950364907)
"175";"04166_1631";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.0729055495669, 43.8529435202436)
"176";"02029_15780";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.18846929494463, 49.8552408743141)
"177";"02243_9175";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.36560666064522, 49.4057870531563)
"178";"09282_15674";"observatoire local";"Région Occitanie";"inconnu";c(1.57318272803304, 43.2368367254218)
"179";"04070_16469";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.186242007113, 44.0749294530922)
"180";"04018_20921";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(5.63489708881297, 44.0283992704509)
"181";"01331_23166";"observatoire local";"DDT de l'Ain";"inconnu";c(5.44379093656212, 46.0824635206628)
"182";"24016_3356";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.703387730312276, 45.6019550713955)
"183";"2B185_1532";"MTE";"Friche étude Ademe 2021";"inconnu";c(9.33677712977948, 42.6229390813287)
"184";"03237_3441";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.22432726896436, 46.1835821025082)
"185";"33199_10686";"MTE";"Friche étude Ademe 2021";"inconnu";c(-1.07189337179477, 44.6034527960314)
"186";"04070_21305";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.237774995838, 44.0935637939965)
"187";"24214_3352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.528106701614253, 45.5843636842167)
"188";"91135_4072";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.43264400728878, 48.5162712238773)
"189";"03072_5117";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.55650727280739, 46.4978234883811)
"190";"11191_8546";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.55860278611731, 42.9208430017298)
"191";"24424_7990";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.391927789682531, 45.1222158308543)
"192";"27388_22169";"observatoire local";"EPF Normandie";"friche sans projet";c(0.457684341024, 49.4160003241752)
"193";"07224_10520";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.09185137391263, 44.7553044538199)
"194";"2A108_1080";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(8.83214567228021, 42.2894913852581)
"195";"54028_23958";"observatoire local";"EPF Grand Est";"friche avec projet";c(5.9759687693652, 49.2112991961703)
"196";"08081_2009";"observatoire local";"DDT des Ardennes";"inconnu";c(4.75981482020626, 49.8610642451045)
"197";"12209_16787";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.66086501797325, 44.6866003415525)
"198";"09034_6107";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.981060835785455, 42.8833325118236)
"199";"07337_8033";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.72096894363145, 45.2343740832689)
"200";"16263_289";"observatoire local";"Grand Angoulême";"inconnu";c(0.0854965351259558, 45.5238353310904)
"201";"06158_9882";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(7.0874804199816, 43.9365918811085)
"202";"97602_22159";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(45.1230468323602, -12.7251776671056)
"203";"03160_1809";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.42248046991149, 46.2364150589863)
"204";"29097_1828";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-4.04080529707677, 48.492354397709)
"205";"08022_21443";"observatoire local";"DDT des Ardennes";"inconnu";c(4.65191525228631, 49.8258884922666)
"206";"09160_20575";"observatoire local";"Région Occitanie";"inconnu";c(1.84895090482413, 42.9388499740665)
"207";"54096_9007";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.88588930250471, 49.440318632094)
"208";"34129_20477";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.93238137598906, 43.578592537591)
"209";"12094_1032";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.56833350200223, 44.6426808696616)
"210";"08262_14203";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.47483544743392, 49.5248507273718)
"211";"11106_6422";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.05375844083975, 43.2326201354181)
